"Any","Codi_Districte_baixa","Nom_Districte_baixa","Codi_Barri_baixa","Nom_Barri_baixa","Codi_Districte_alta","Nom_Districte_alta","Codi_Barri_alta","Nom_Barri_alta","Nombre"
2014,8,"Nou Barris",50,"les Roquetes",3,"Sants-Montjuïc",18,"Sants",8
2014,8,"Nou Barris",51,"Verdun",3,"Sants-Montjuïc",18,"Sants",3
2014,8,"Nou Barris",52,"la Prosperitat",3,"Sants-Montjuïc",18,"Sants",20
2014,8,"Nou Barris",53,"la Trinitat Nova",3,"Sants-Montjuïc",18,"Sants",0
2014,8,"Nou Barris",54,"Torre Baró",3,"Sants-Montjuïc",18,"Sants",5
2014,8,"Nou Barris",55,"Ciutat Meridiana",3,"Sants-Montjuïc",18,"Sants",12
2014,8,"Nou Barris",56,"Vallbona",3,"Sants-Montjuïc",18,"Sants",0
2014,9,"Sant Andreu",57,"la Trinitat Vella",3,"Sants-Montjuïc",18,"Sants",4
2014,9,"Sant Andreu",58,"Baró de Viver",3,"Sants-Montjuïc",18,"Sants",1
2014,9,"Sant Andreu",59,"el Bon Pastor",3,"Sants-Montjuïc",18,"Sants",2
2014,9,"Sant Andreu",60,"Sant Andreu",3,"Sants-Montjuïc",18,"Sants",19
2014,9,"Sant Andreu",61,"la Sagrera",3,"Sants-Montjuïc",18,"Sants",14
2014,9,"Sant Andreu",62,"el Congrés i els Indians",3,"Sants-Montjuïc",18,"Sants",24
2014,9,"Sant Andreu",63,"Navas",3,"Sants-Montjuïc",18,"Sants",5
2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",3,"Sants-Montjuïc",18,"Sants",30
2014,10,"Sant Martí",65,"el Clot",3,"Sants-Montjuïc",18,"Sants",17
2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",3,"Sants-Montjuïc",18,"Sants",18
2014,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",3,"Sants-Montjuïc",18,"Sants",1
2014,10,"Sant Martí",68,"el Poblenou",3,"Sants-Montjuïc",18,"Sants",33
2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",3,"Sants-Montjuïc",18,"Sants",4
2014,10,"Sant Martí",70,"el Besòs i el Maresme",3,"Sants-Montjuïc",18,"Sants",23
2014,10,"Sant Martí",71,"Provençals del Poblenou",3,"Sants-Montjuïc",18,"Sants",11
2014,10,"Sant Martí",72,"Sant Martí de Provençals",3,"Sants-Montjuïc",18,"Sants",19
2014,10,"Sant Martí",73,"la Verneda i la Pau",3,"Sants-Montjuïc",18,"Sants",3
2014,99,"No consta",99,"No consta",3,"Sants-Montjuïc",18,"Sants",0
2014,1,"Ciutat Vella",1,"el Raval",4,"Les Corts",19,"les Corts",40
2014,1,"Ciutat Vella",2,"el Barri Gòtic",4,"Les Corts",19,"les Corts",11
2014,1,"Ciutat Vella",3,"la Barceloneta",4,"Les Corts",19,"les Corts",8
2014,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",4,"Les Corts",19,"les Corts",22
2014,2,"Eixample",5,"el Fort Pienc",4,"Les Corts",19,"les Corts",19
2014,2,"Eixample",6,"la Sagrada Família",4,"Les Corts",19,"les Corts",44
2014,2,"Eixample",7,"la Dreta de l'Eixample",4,"Les Corts",19,"les Corts",30
2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",4,"Les Corts",19,"les Corts",64
2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",4,"Les Corts",19,"les Corts",125
2014,2,"Eixample",10,"Sant Antoni",4,"Les Corts",19,"les Corts",20
2014,3,"Sants-Montjuïc",11,"el Poble Sec",4,"Les Corts",19,"les Corts",25
2014,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",4,"Les Corts",19,"les Corts",0
2014,3,"Sants-Montjuïc",13,"la Marina de Port",4,"Les Corts",19,"les Corts",25
2014,3,"Sants-Montjuïc",14,"la Font de la Guatlla",4,"Les Corts",19,"les Corts",12
2014,3,"Sants-Montjuïc",15,"Hostafrancs",4,"Les Corts",19,"les Corts",32
2014,3,"Sants-Montjuïc",16,"la Bordeta",4,"Les Corts",19,"les Corts",22
2014,3,"Sants-Montjuïc",17,"Sants - Badal",4,"Les Corts",19,"les Corts",70
2014,3,"Sants-Montjuïc",18,"Sants",4,"Les Corts",19,"les Corts",144
2014,4,"Les Corts",19,"les Corts",4,"Les Corts",19,"les Corts",729
2014,4,"Les Corts",20,"la Maternitat i Sant Ramon",4,"Les Corts",19,"les Corts",108
2014,4,"Les Corts",21,"Pedralbes",4,"Les Corts",19,"les Corts",46
2014,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4,"Les Corts",19,"les Corts",4
2014,5,"Sarrià-Sant Gervasi",23,"Sarrià",4,"Les Corts",19,"les Corts",47
2014,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",4,"Les Corts",19,"les Corts",44
2014,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",4,"Les Corts",19,"les Corts",26
2014,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",4,"Les Corts",19,"les Corts",93
2014,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",4,"Les Corts",19,"les Corts",34
2014,6,"Gràcia",28,"Vallcarca i els Penitents",4,"Les Corts",19,"les Corts",12
2014,6,"Gràcia",29,"el Coll",4,"Les Corts",19,"les Corts",4
2014,6,"Gràcia",30,"la Salut",4,"Les Corts",19,"les Corts",3
2014,6,"Gràcia",31,"la Vila de Gràcia",4,"Les Corts",19,"les Corts",36
2014,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",4,"Les Corts",19,"les Corts",20
2014,7,"Horta-Guinardó",33,"el Baix Guinardó",4,"Les Corts",19,"les Corts",17
2014,7,"Horta-Guinardó",34,"Can Baró",4,"Les Corts",19,"les Corts",7
2014,7,"Horta-Guinardó",35,"el Guinardó",4,"Les Corts",19,"les Corts",27
2014,7,"Horta-Guinardó",36,"la Font d'en Fargues",4,"Les Corts",19,"les Corts",1
2014,7,"Horta-Guinardó",37,"el Carmel",4,"Les Corts",19,"les Corts",3
2014,7,"Horta-Guinardó",38,"la Teixonera",4,"Les Corts",19,"les Corts",6
2014,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",4,"Les Corts",19,"les Corts",4
2014,7,"Horta-Guinardó",40,"Montbau",4,"Les Corts",19,"les Corts",4
2014,7,"Horta-Guinardó",41,"la Vall d'Hebron",4,"Les Corts",19,"les Corts",0
2014,7,"Horta-Guinardó",42,"la Clota",4,"Les Corts",19,"les Corts",1
2014,7,"Horta-Guinardó",43,"Horta",4,"Les Corts",19,"les Corts",7
2014,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",4,"Les Corts",19,"les Corts",7
2014,8,"Nou Barris",45,"Porta",4,"Les Corts",19,"les Corts",8
2014,8,"Nou Barris",46,"el Turó de la Peira",4,"Les Corts",19,"les Corts",12
2014,8,"Nou Barris",47,"Can Peguera",4,"Les Corts",19,"les Corts",0
2014,8,"Nou Barris",48,"la Guineueta",4,"Les Corts",19,"les Corts",4
2014,8,"Nou Barris",49,"Canyelles",4,"Les Corts",19,"les Corts",0
2014,8,"Nou Barris",50,"les Roquetes",4,"Les Corts",19,"les Corts",3
2014,8,"Nou Barris",51,"Verdun",4,"Les Corts",19,"les Corts",6
2014,8,"Nou Barris",52,"la Prosperitat",4,"Les Corts",19,"les Corts",4
2014,8,"Nou Barris",53,"la Trinitat Nova",4,"Les Corts",19,"les Corts",1
2014,8,"Nou Barris",54,"Torre Baró",4,"Les Corts",19,"les Corts",10
2014,8,"Nou Barris",55,"Ciutat Meridiana",4,"Les Corts",19,"les Corts",0
2014,8,"Nou Barris",56,"Vallbona",4,"Les Corts",19,"les Corts",1
2014,9,"Sant Andreu",57,"la Trinitat Vella",4,"Les Corts",19,"les Corts",1
2014,9,"Sant Andreu",58,"Baró de Viver",4,"Les Corts",19,"les Corts",1
2014,9,"Sant Andreu",59,"el Bon Pastor",4,"Les Corts",19,"les Corts",7
2014,9,"Sant Andreu",60,"Sant Andreu",4,"Les Corts",19,"les Corts",16
2014,9,"Sant Andreu",61,"la Sagrera",4,"Les Corts",19,"les Corts",15
2014,9,"Sant Andreu",62,"el Congrés i els Indians",4,"Les Corts",19,"les Corts",8
2014,9,"Sant Andreu",63,"Navas",4,"Les Corts",19,"les Corts",2
2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",4,"Les Corts",19,"les Corts",26
2014,10,"Sant Martí",65,"el Clot",4,"Les Corts",19,"les Corts",14
2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",4,"Les Corts",19,"les Corts",4
2014,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",4,"Les Corts",19,"les Corts",5
2014,10,"Sant Martí",68,"el Poblenou",4,"Les Corts",19,"les Corts",10
2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",4,"Les Corts",19,"les Corts",5
2014,10,"Sant Martí",70,"el Besòs i el Maresme",4,"Les Corts",19,"les Corts",19
2014,10,"Sant Martí",71,"Provençals del Poblenou",4,"Les Corts",19,"les Corts",5
2014,10,"Sant Martí",72,"Sant Martí de Provençals",4,"Les Corts",19,"les Corts",10
2014,10,"Sant Martí",73,"la Verneda i la Pau",4,"Les Corts",19,"les Corts",9
2014,99,"No consta",99,"No consta",4,"Les Corts",19,"les Corts",0
2014,1,"Ciutat Vella",1,"el Raval",4,"Les Corts",20,"la Maternitat i Sant Ramon",7
2014,1,"Ciutat Vella",2,"el Barri Gòtic",4,"Les Corts",20,"la Maternitat i Sant Ramon",6
2014,1,"Ciutat Vella",3,"la Barceloneta",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",4,"Les Corts",20,"la Maternitat i Sant Ramon",6
2014,2,"Eixample",5,"el Fort Pienc",4,"Les Corts",20,"la Maternitat i Sant Ramon",7
2014,2,"Eixample",6,"la Sagrada Família",4,"Les Corts",20,"la Maternitat i Sant Ramon",13
2014,2,"Eixample",7,"la Dreta de l'Eixample",4,"Les Corts",20,"la Maternitat i Sant Ramon",19
2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",4,"Les Corts",20,"la Maternitat i Sant Ramon",16
2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",4,"Les Corts",20,"la Maternitat i Sant Ramon",32
2014,2,"Eixample",10,"Sant Antoni",4,"Les Corts",20,"la Maternitat i Sant Ramon",18
2014,3,"Sants-Montjuïc",11,"el Poble Sec",4,"Les Corts",20,"la Maternitat i Sant Ramon",9
2014,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,3,"Sants-Montjuïc",13,"la Marina de Port",4,"Les Corts",20,"la Maternitat i Sant Ramon",19
2014,3,"Sants-Montjuïc",14,"la Font de la Guatlla",4,"Les Corts",20,"la Maternitat i Sant Ramon",2
2014,3,"Sants-Montjuïc",15,"Hostafrancs",4,"Les Corts",20,"la Maternitat i Sant Ramon",13
2014,3,"Sants-Montjuïc",16,"la Bordeta",4,"Les Corts",20,"la Maternitat i Sant Ramon",20
2014,3,"Sants-Montjuïc",17,"Sants - Badal",4,"Les Corts",20,"la Maternitat i Sant Ramon",75
2014,3,"Sants-Montjuïc",18,"Sants",4,"Les Corts",20,"la Maternitat i Sant Ramon",53
2014,4,"Les Corts",19,"les Corts",4,"Les Corts",20,"la Maternitat i Sant Ramon",111
2014,4,"Les Corts",20,"la Maternitat i Sant Ramon",4,"Les Corts",20,"la Maternitat i Sant Ramon",337
2014,4,"Les Corts",21,"Pedralbes",4,"Les Corts",20,"la Maternitat i Sant Ramon",32
2014,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4,"Les Corts",20,"la Maternitat i Sant Ramon",4
2014,5,"Sarrià-Sant Gervasi",23,"Sarrià",4,"Les Corts",20,"la Maternitat i Sant Ramon",20
2014,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",4,"Les Corts",20,"la Maternitat i Sant Ramon",15
2014,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",4,"Les Corts",20,"la Maternitat i Sant Ramon",18
2014,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",4,"Les Corts",20,"la Maternitat i Sant Ramon",23
2014,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",4,"Les Corts",20,"la Maternitat i Sant Ramon",14
2014,6,"Gràcia",28,"Vallcarca i els Penitents",4,"Les Corts",20,"la Maternitat i Sant Ramon",8
2014,6,"Gràcia",29,"el Coll",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,6,"Gràcia",30,"la Salut",4,"Les Corts",20,"la Maternitat i Sant Ramon",1
2014,6,"Gràcia",31,"la Vila de Gràcia",4,"Les Corts",20,"la Maternitat i Sant Ramon",10
2014,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",4,"Les Corts",20,"la Maternitat i Sant Ramon",11
2014,7,"Horta-Guinardó",33,"el Baix Guinardó",4,"Les Corts",20,"la Maternitat i Sant Ramon",7
2014,7,"Horta-Guinardó",34,"Can Baró",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,7,"Horta-Guinardó",35,"el Guinardó",4,"Les Corts",20,"la Maternitat i Sant Ramon",9
2014,7,"Horta-Guinardó",36,"la Font d'en Fargues",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,7,"Horta-Guinardó",37,"el Carmel",4,"Les Corts",20,"la Maternitat i Sant Ramon",1
2014,7,"Horta-Guinardó",38,"la Teixonera",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",4,"Les Corts",20,"la Maternitat i Sant Ramon",2
2014,7,"Horta-Guinardó",40,"Montbau",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,7,"Horta-Guinardó",41,"la Vall d'Hebron",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,7,"Horta-Guinardó",42,"la Clota",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,7,"Horta-Guinardó",43,"Horta",4,"Les Corts",20,"la Maternitat i Sant Ramon",4
2014,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,8,"Nou Barris",45,"Porta",4,"Les Corts",20,"la Maternitat i Sant Ramon",5
2014,8,"Nou Barris",46,"el Turó de la Peira",4,"Les Corts",20,"la Maternitat i Sant Ramon",1
2014,8,"Nou Barris",47,"Can Peguera",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,8,"Nou Barris",48,"la Guineueta",4,"Les Corts",20,"la Maternitat i Sant Ramon",7
2014,8,"Nou Barris",49,"Canyelles",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,8,"Nou Barris",50,"les Roquetes",4,"Les Corts",20,"la Maternitat i Sant Ramon",1
2014,8,"Nou Barris",51,"Verdun",4,"Les Corts",20,"la Maternitat i Sant Ramon",1
2014,8,"Nou Barris",52,"la Prosperitat",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,8,"Nou Barris",53,"la Trinitat Nova",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,8,"Nou Barris",54,"Torre Baró",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,8,"Nou Barris",55,"Ciutat Meridiana",4,"Les Corts",20,"la Maternitat i Sant Ramon",2
2014,8,"Nou Barris",56,"Vallbona",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,9,"Sant Andreu",57,"la Trinitat Vella",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,9,"Sant Andreu",58,"Baró de Viver",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,9,"Sant Andreu",59,"el Bon Pastor",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,9,"Sant Andreu",60,"Sant Andreu",4,"Les Corts",20,"la Maternitat i Sant Ramon",4
2014,9,"Sant Andreu",61,"la Sagrera",4,"Les Corts",20,"la Maternitat i Sant Ramon",5
2014,9,"Sant Andreu",62,"el Congrés i els Indians",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,9,"Sant Andreu",63,"Navas",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",4,"Les Corts",20,"la Maternitat i Sant Ramon",7
2014,10,"Sant Martí",65,"el Clot",4,"Les Corts",20,"la Maternitat i Sant Ramon",4
2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",4,"Les Corts",20,"la Maternitat i Sant Ramon",3
2014,10,"Sant Martí",68,"el Poblenou",4,"Les Corts",20,"la Maternitat i Sant Ramon",8
2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",4,"Les Corts",20,"la Maternitat i Sant Ramon",2
2014,10,"Sant Martí",70,"el Besòs i el Maresme",4,"Les Corts",20,"la Maternitat i Sant Ramon",5
2014,10,"Sant Martí",71,"Provençals del Poblenou",4,"Les Corts",20,"la Maternitat i Sant Ramon",4
2014,10,"Sant Martí",72,"Sant Martí de Provençals",4,"Les Corts",20,"la Maternitat i Sant Ramon",2
2014,10,"Sant Martí",73,"la Verneda i la Pau",4,"Les Corts",20,"la Maternitat i Sant Ramon",2
2014,99,"No consta",99,"No consta",4,"Les Corts",20,"la Maternitat i Sant Ramon",0
2014,1,"Ciutat Vella",1,"el Raval",4,"Les Corts",21,"Pedralbes",8
2014,1,"Ciutat Vella",2,"el Barri Gòtic",4,"Les Corts",21,"Pedralbes",1
2014,1,"Ciutat Vella",3,"la Barceloneta",4,"Les Corts",21,"Pedralbes",0
2014,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",4,"Les Corts",21,"Pedralbes",5
2014,2,"Eixample",5,"el Fort Pienc",4,"Les Corts",21,"Pedralbes",4
2014,2,"Eixample",6,"la Sagrada Família",4,"Les Corts",21,"Pedralbes",7
2014,2,"Eixample",7,"la Dreta de l'Eixample",4,"Les Corts",21,"Pedralbes",15
2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",4,"Les Corts",21,"Pedralbes",11
2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",4,"Les Corts",21,"Pedralbes",9
2014,2,"Eixample",10,"Sant Antoni",4,"Les Corts",21,"Pedralbes",3
2014,3,"Sants-Montjuïc",11,"el Poble Sec",4,"Les Corts",21,"Pedralbes",5
2014,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",4,"Les Corts",21,"Pedralbes",0
2014,3,"Sants-Montjuïc",13,"la Marina de Port",4,"Les Corts",21,"Pedralbes",3
2014,3,"Sants-Montjuïc",14,"la Font de la Guatlla",4,"Les Corts",21,"Pedralbes",0
2014,3,"Sants-Montjuïc",15,"Hostafrancs",4,"Les Corts",21,"Pedralbes",0
2014,3,"Sants-Montjuïc",16,"la Bordeta",4,"Les Corts",21,"Pedralbes",0
2014,3,"Sants-Montjuïc",17,"Sants - Badal",4,"Les Corts",21,"Pedralbes",6
2014,3,"Sants-Montjuïc",18,"Sants",4,"Les Corts",21,"Pedralbes",10
2014,4,"Les Corts",19,"les Corts",4,"Les Corts",21,"Pedralbes",40
2014,4,"Les Corts",20,"la Maternitat i Sant Ramon",4,"Les Corts",21,"Pedralbes",22
2014,4,"Les Corts",21,"Pedralbes",4,"Les Corts",21,"Pedralbes",120
2014,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4,"Les Corts",21,"Pedralbes",3
2014,5,"Sarrià-Sant Gervasi",23,"Sarrià",4,"Les Corts",21,"Pedralbes",56
2014,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",4,"Les Corts",21,"Pedralbes",25
2014,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",4,"Les Corts",21,"Pedralbes",27
2014,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",4,"Les Corts",21,"Pedralbes",45
2014,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",4,"Les Corts",21,"Pedralbes",12
2014,6,"Gràcia",28,"Vallcarca i els Penitents",4,"Les Corts",21,"Pedralbes",4
2014,6,"Gràcia",29,"el Coll",4,"Les Corts",21,"Pedralbes",0
2014,6,"Gràcia",30,"la Salut",4,"Les Corts",21,"Pedralbes",10
2014,6,"Gràcia",31,"la Vila de Gràcia",4,"Les Corts",21,"Pedralbes",8
2014,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",4,"Les Corts",21,"Pedralbes",0
2014,7,"Horta-Guinardó",33,"el Baix Guinardó",4,"Les Corts",21,"Pedralbes",7
2014,7,"Horta-Guinardó",34,"Can Baró",4,"Les Corts",21,"Pedralbes",1
2014,7,"Horta-Guinardó",35,"el Guinardó",4,"Les Corts",21,"Pedralbes",1
2014,7,"Horta-Guinardó",36,"la Font d'en Fargues",4,"Les Corts",21,"Pedralbes",0
2014,7,"Horta-Guinardó",37,"el Carmel",4,"Les Corts",21,"Pedralbes",0
2014,7,"Horta-Guinardó",38,"la Teixonera",4,"Les Corts",21,"Pedralbes",1
2014,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",4,"Les Corts",21,"Pedralbes",1
2014,7,"Horta-Guinardó",40,"Montbau",4,"Les Corts",21,"Pedralbes",0
2014,7,"Horta-Guinardó",41,"la Vall d'Hebron",4,"Les Corts",21,"Pedralbes",0
2014,7,"Horta-Guinardó",42,"la Clota",4,"Les Corts",21,"Pedralbes",0
2014,7,"Horta-Guinardó",43,"Horta",4,"Les Corts",21,"Pedralbes",2
2014,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",45,"Porta",4,"Les Corts",21,"Pedralbes",1
2014,8,"Nou Barris",46,"el Turó de la Peira",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",47,"Can Peguera",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",48,"la Guineueta",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",49,"Canyelles",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",50,"les Roquetes",4,"Les Corts",21,"Pedralbes",5
2014,8,"Nou Barris",51,"Verdun",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",52,"la Prosperitat",4,"Les Corts",21,"Pedralbes",1
2014,8,"Nou Barris",53,"la Trinitat Nova",4,"Les Corts",21,"Pedralbes",1
2014,8,"Nou Barris",54,"Torre Baró",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",55,"Ciutat Meridiana",4,"Les Corts",21,"Pedralbes",0
2014,8,"Nou Barris",56,"Vallbona",4,"Les Corts",21,"Pedralbes",0
2014,9,"Sant Andreu",57,"la Trinitat Vella",4,"Les Corts",21,"Pedralbes",0
2014,9,"Sant Andreu",58,"Baró de Viver",4,"Les Corts",21,"Pedralbes",0
2014,9,"Sant Andreu",59,"el Bon Pastor",4,"Les Corts",21,"Pedralbes",0
2014,9,"Sant Andreu",60,"Sant Andreu",4,"Les Corts",21,"Pedralbes",4
2014,9,"Sant Andreu",61,"la Sagrera",4,"Les Corts",21,"Pedralbes",1
2014,9,"Sant Andreu",62,"el Congrés i els Indians",4,"Les Corts",21,"Pedralbes",0
2014,9,"Sant Andreu",63,"Navas",4,"Les Corts",21,"Pedralbes",0
2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",4,"Les Corts",21,"Pedralbes",2
2014,10,"Sant Martí",65,"el Clot",4,"Les Corts",21,"Pedralbes",6
2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",4,"Les Corts",21,"Pedralbes",0
2014,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",4,"Les Corts",21,"Pedralbes",2
2014,10,"Sant Martí",68,"el Poblenou",4,"Les Corts",21,"Pedralbes",1
2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",4,"Les Corts",21,"Pedralbes",1
2014,10,"Sant Martí",70,"el Besòs i el Maresme",4,"Les Corts",21,"Pedralbes",1
2014,10,"Sant Martí",71,"Provençals del Poblenou",4,"Les Corts",21,"Pedralbes",0
2014,10,"Sant Martí",72,"Sant Martí de Provençals",4,"Les Corts",21,"Pedralbes",0
2014,10,"Sant Martí",73,"la Verneda i la Pau",4,"Les Corts",21,"Pedralbes",1
2014,99,"No consta",99,"No consta",4,"Les Corts",21,"Pedralbes",0
2014,1,"Ciutat Vella",1,"el Raval",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,1,"Ciutat Vella",2,"el Barri Gòtic",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,1,"Ciutat Vella",3,"la Barceloneta",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",2
2014,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4
2014,2,"Eixample",5,"el Fort Pienc",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1
2014,2,"Eixample",6,"la Sagrada Família",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3
2014,2,"Eixample",7,"la Dreta de l'Eixample",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",8
2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",10
2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",2
2014,2,"Eixample",10,"Sant Antoni",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",2
2014,3,"Sants-Montjuïc",11,"el Poble Sec",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1
2014,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,3,"Sants-Montjuïc",13,"la Marina de Port",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,3,"Sants-Montjuïc",14,"la Font de la Guatlla",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,3,"Sants-Montjuïc",15,"Hostafrancs",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,3,"Sants-Montjuïc",16,"la Bordeta",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,3,"Sants-Montjuïc",17,"Sants - Badal",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1
2014,3,"Sants-Montjuïc",18,"Sants",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1
2014,4,"Les Corts",19,"les Corts",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",2
2014,4,"Les Corts",20,"la Maternitat i Sant Ramon",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0
2014,4,"Les Corts",21,"Pedralbes",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",9
